"record_id","source_path","target_path","target_anchor","fragment_id","owner","service","section","surface","consumer_surfaces","capability","slice_id","integration_scope","layer","artifact_type","imports","runtime_data","api_binding","db_dependency","auth_dependency","wlt_dependency","ui_kit_compliance","test_coverage","evidence","decision","action","risk","rollback","status","next_action"
"EXT-0495","C:\bthwani-suite\dsh\frontend\app-client\parts\home\HomeCategoryCarousel.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/parts/home/HomeCategoryCarousel.tsx","","fragment:EXT-0495","dsh","dsh","none","app-client","","storefront-catalog","DSH-002","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\home\HomeCategoryCarousel.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0496","C:\bthwani-suite\dsh\frontend\app-client\parts\home\HomeFilterRailSection.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/parts/home/HomeFilterRailSection.tsx","","fragment:EXT-0496","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\home\HomeFilterRailSection.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0497","C:\bthwani-suite\dsh\frontend\app-client\parts\home\HomeHeaderSection.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/parts/home/HomeHeaderSection.tsx","","fragment:EXT-0497","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\home\HomeHeaderSection.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0498","C:\bthwani-suite\dsh\frontend\app-client\parts\home\HomeOrbitSections.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/parts/home/HomeOrbitSections.tsx","","fragment:EXT-0498","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\home\HomeOrbitSections.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0499","C:\bthwani-suite\dsh\frontend\app-client\parts\home\HomePromoSection.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/parts/home/HomePromoSection.tsx","","fragment:EXT-0499","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\home\HomePromoSection.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0500","C:\bthwani-suite\dsh\frontend\app-client\parts\home\HomeScreenShell.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/parts/home/HomeScreenShell.tsx","","fragment:EXT-0500","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\home\HomeScreenShell.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0501","C:\bthwani-suite\dsh\frontend\app-client\parts\home\HomeStoreFeed.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/parts/home/HomeStoreFeed.tsx","","fragment:EXT-0501","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\home\HomeStoreFeed.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0502","C:\bthwani-suite\dsh\frontend\app-client\parts\home\HomeStoreFeedSection.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/parts/home/HomeStoreFeedSection.tsx","","fragment:EXT-0502","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\home\HomeStoreFeedSection.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0503","C:\bthwani-suite\dsh\frontend\app-client\parts\home\HomeVideoReelsSection.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/parts/home/HomeVideoReelsSection.tsx","","fragment:EXT-0503","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\home\HomeVideoReelsSection.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0504","C:\bthwani-suite\dsh\frontend\app-client\parts\LoyaltyRewardsScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/parts/LoyaltyRewardsScreen.tsx","","fragment:EXT-0504","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\LoyaltyRewardsScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0505","C:\bthwani-suite\dsh\frontend\app-client\parts\OperationScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/parts/OperationScreen.tsx","","fragment:EXT-0505","dsh","dsh","operations","app-client","","operations-room","DSH-011","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\OperationScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0506","C:\bthwani-suite\dsh\frontend\app-client\parts\SheinOrderCreateScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/parts/SheinOrderCreateScreen.tsx","","fragment:EXT-0506","dsh","dsh","operations","app-client","","operations-room","DSH-011","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\SheinOrderCreateScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0507","C:\bthwani-suite\dsh\frontend\app-client\parts\store\store-appearance-chrome.ts","services/dsh/frontend/shared/store/reference/store-appearance-chrome.ts","","fragment:EXT-0507","dsh","dsh","none","shared","app-client|control-panel","store-discovery","DSH-001","none","frontend-shared","donor-analysis-source","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","review if adapted","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\store\store-appearance-chrome.ts","ADAPT_NORMALIZE","review semantics during named slice","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0508","C:\bthwani-suite\dsh\frontend\app-client\parts\store\store-screen.styles.ts","services/dsh/frontend/shared/store/reference/store-screen.styles.ts","","fragment:EXT-0508","dsh","dsh","none","shared","app-client|control-panel","store-discovery","DSH-001","none","frontend-shared","donor-analysis-source","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","review if adapted","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\store\store-screen.styles.ts","ADAPT_NORMALIZE","review semantics during named slice","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0509","C:\bthwani-suite\dsh\frontend\app-client\parts\store\StoreFilterRailSection.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/parts/store/StoreFilterRailSection.tsx","","fragment:EXT-0509","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\store\StoreFilterRailSection.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0510","C:\bthwani-suite\dsh\frontend\app-client\parts\store\StoreHeroSection.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/parts/store/StoreHeroSection.tsx","","fragment:EXT-0510","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\store\StoreHeroSection.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0511","C:\bthwani-suite\dsh\frontend\app-client\parts\store\StoreImageViewerSheet.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/parts/store/StoreImageViewerSheet.tsx","","fragment:EXT-0511","dsh","dsh","none","app-client","","media-reference","DSH-012","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\store\StoreImageViewerSheet.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0512","C:\bthwani-suite\dsh\frontend\app-client\parts\store\StoreMenuItemCard.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/parts/store/StoreMenuItemCard.tsx","","fragment:EXT-0512","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\store\StoreMenuItemCard.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0513","C:\bthwani-suite\dsh\frontend\app-client\parts\store\StoreMenuListSection.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/parts/store/StoreMenuListSection.tsx","","fragment:EXT-0513","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\store\StoreMenuListSection.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0514","C:\bthwani-suite\dsh\frontend\app-client\parts\store\StoreNonReadyState.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/parts/store/StoreNonReadyState.tsx","","fragment:EXT-0514","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\store\StoreNonReadyState.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0515","C:\bthwani-suite\dsh\frontend\app-client\parts\store\StoreScreenShell.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/parts/store/StoreScreenShell.tsx","","fragment:EXT-0515","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\store\StoreScreenShell.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0516","C:\bthwani-suite\dsh\frontend\app-client\parts\SubscriptionsScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/parts/SubscriptionsScreen.tsx","","fragment:EXT-0516","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\parts\SubscriptionsScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0517","C:\bthwani-suite\dsh\frontend\app-client\screens\AddressLocationScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/AddressLocationScreen.tsx","","fragment:EXT-0517","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\AddressLocationScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0518","C:\bthwani-suite\dsh\frontend\app-client\screens\BellScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/BellScreen.tsx","","fragment:EXT-0518","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\BellScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0519","C:\bthwani-suite\dsh\frontend\app-client\screens\BenefitsScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/BenefitsScreen.tsx","","fragment:EXT-0519","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\BenefitsScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0520","C:\bthwani-suite\dsh\frontend\app-client\screens\CartScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/CartScreen.tsx","","fragment:EXT-0520","dsh","dsh","none","app-client","","cart-serviceability","DSH-003","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\CartScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0521","C:\bthwani-suite\dsh\frontend\app-client\screens\DshAppearanceHubScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/DshAppearanceHubScreen.tsx","","fragment:EXT-0521","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\DshAppearanceHubScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0522","C:\bthwani-suite\dsh\frontend\app-client\screens\DshCheckoutFailureScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/DshCheckoutFailureScreen.tsx","","fragment:EXT-0522","dsh","dsh","none","app-client","","payment-integration","DSH-WLT-001","dsh-wlt","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","payment-session-required","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\DshCheckoutFailureScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0523","C:\bthwani-suite\dsh\frontend\app-client\screens\DshCheckoutIntentScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/DshCheckoutIntentScreen.tsx","","fragment:EXT-0523","dsh","dsh","none","app-client","","payment-integration","DSH-WLT-001","dsh-wlt","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","payment-session-required","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\DshCheckoutIntentScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0524","C:\bthwani-suite\dsh\frontend\app-client\screens\DshConversationHubScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/DshConversationHubScreen.tsx","","fragment:EXT-0524","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\DshConversationHubScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0525","C:\bthwani-suite\dsh\frontend\app-client\screens\DshIdentityHubScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/DshIdentityHubScreen.tsx","","fragment:EXT-0525","core","core","none","app-client","","identity-access","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\DshIdentityHubScreen.tsx","REWRITE_FROM_SPEC","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0526","C:\bthwani-suite\dsh\frontend\app-client\screens\DshListingStatusUpdateScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/DshListingStatusUpdateScreen.tsx","","fragment:EXT-0526","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\DshListingStatusUpdateScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0527","C:\bthwani-suite\dsh\frontend\app-client\screens\DshOrderIssueHubScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/DshOrderIssueHubScreen.tsx","","fragment:EXT-0527","dsh","dsh","operations","app-client","","operations-room","DSH-011","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\DshOrderIssueHubScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0528","C:\bthwani-suite\dsh\frontend\app-client\screens\DshOrdersListScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/DshOrdersListScreen.tsx","","fragment:EXT-0528","dsh","dsh","operations","app-client","","operations-room","DSH-011","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\DshOrdersListScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0529","C:\bthwani-suite\dsh\frontend\app-client\screens\DshPreferencesHubScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/DshPreferencesHubScreen.tsx","","fragment:EXT-0529","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\DshPreferencesHubScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0530","C:\bthwani-suite\dsh\frontend\app-client\screens\DshProxyHubScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/DshProxyHubScreen.tsx","","fragment:EXT-0530","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\DshProxyHubScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
"EXT-0531","C:\bthwani-suite\dsh\frontend\app-client\screens\DshServiceSettingsHubScreen.tsx","DONOR_VISUAL_REFERENCE:dsh/frontend/app-client/screens/DshServiceSettingsHubScreen.tsx","","fragment:EXT-0531","dsh","dsh","none","app-client","","store-discovery","DSH-001","none","visual-reference","donor-visual-pattern","must be re-scanned in owning slice","donor runtime is not target truth","reference only; target service OpenAPI governs","reference only; target schema governs","rederive from target identity scopes","none","rebuild with public ui-kit exports","donor tests are evidence hints only","C:\bthwani-suite\dsh\frontend\app-client\screens\DshServiceSettingsHubScreen.tsx","REFERENCE_ONLY","capture visual pattern and rebuild","legacy coupling, stale contract, preview truth, or ownership drift","remove target adaptation","INVENTORY_ONLY","Use only after target contract and ownership review"
